Object Type,Item ARK,Parent ARK,Title,Local identifier,File Name,Visibility,Date.created,Date.normalized,Contents note,Format.extent,Type.typeOfResource,Genre,Language,Name.creator,Name.subject,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,Contributor,Subject topic,Program,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,ark:/21198/z14f4gnf,ark:/21198/z19c9kx1,Universidad del Aire 1953-06-14,ihc_udelaire_19530614,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530614.wav,open,1953-06-14,1953-06-14,"Curso: Martí, el hombre y la obra. Universidad del Aire.|~|Parts 1 and 2",00 hr. 29 min. 39 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Mañach, Jorge, Dr.|~|R. Costa, Octavio, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Mañach, Jorge, Dr.|~|R. Costa, Octavio, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/4f/4g/nf/21198=z14f4gnf/ark%2B=21198=z14f4gnf.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz14f4gnf%2Faudiowaveform.dat,,,1779.694375,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f4gnf/manifest
Work,ark:/21198/z10p3qz5,ark:/21198/z19c9kx1,Universidad del Aire 1953-06-21,ihc_udelaire_19530621,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530621.wav,open,1953-06-21,1953-06-21,"Curso: Martí, el hombre y la obra.|~|Parts 1 and 2",00 hr. 17 min. 16 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Mañach, Jorge, Dr.|~|Pérez Cabrera, José Manuel, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Mañach, Jorge, Dr.|~|Pérez Cabrera, José Manuel, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/0p/3q/z5/21198=z10p3qz5/ark%2B=21198=z10p3qz5.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz10p3qz5%2Faudiowaveform.dat,,,1036.256,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p3qz5/manifest
Work,ark:/21198/z1vx37j5,ark:/21198/z19c9kx1,Universidad del Aire 1953-06-28,ihc_udelaire_19530628,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530628.wav,open,1953-06-28,1953-06-28,Part 1,00 hr. 07 min. 53 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Ardura, Ernesto, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Ardura, Ernesto, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/vx/37/j5/21198=z1vx37j5/ark%2B=21198=z1vx37j5.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1vx37j5%2Faudiowaveform.dat,,,473.450667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx37j5/manifest
Work,ark:/21198/z1r81661,ark:/21198/z19c9kx1,Universidad del Aire 1953-07-05,ihc_udelaire_19530705,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530705.wav,open,1953-07-05,1953-07-05,Santo Domingo y el Manifiesto de Montecristi.|~|Parts 1 and 2,00 hr. 28 min. 31 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Dorticós, Pedro Lopez, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Dorticós, Pedro Lopez, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/r8/16/61/21198=z1r81661/ark%2B=21198=z1r81661.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1r81661%2Faudiowaveform.dat,,,1711.893333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r81661/manifest
Work,ark:/21198/z1mh0fhr,ark:/21198/z19c9kx1,Universidad del Aire 1953-07-12,ihc_udelaire_19530712,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530712.wav,open,1953-07-12,1953-07-12,Cuba Libre y el contacto con la Revolución.|~|Parts 1 and 2,00 hr. 28 min. 02 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Mendez, Isidro, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Mendez, Isidro, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/mh/0f/hr/21198=z1mh0fhr/ark%2B=21198=z1mh0fhr.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1mh0fhr%2Faudiowaveform.dat,,,1682.850167,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mh0fhr/manifest
Work,ark:/21198/z1gq9psg,ark:/21198/z19c9kx1,Universidad del Aire 1953-07-19,ihc_udelaire_19530719,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530719.wav,open,1953-07-19,1953-07-19,"Las Últimas Cartas.|~|Part 2, Date printed as 1953-04-19",00 hr. 12 min. 33 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/gq/9p/sg/21198=z1gq9psg/ark%2B=21198=z1gq9psg.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1gq9psg%2Faudiowaveform.dat,,,753.664,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gq9psg/manifest
Work,ark:/21198/z1bz8z1q,ark:/21198/z19c9kx1,Universidad del Aire 1953-08-02,ihc_udelaire_19530802,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530802.wav,open,1953-08-02,1953-08-02,Diálogos sobre el destino.|~|Parts 2 and 4,00 hr. 25 min. 47 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/bz/8z/1q/21198=z1bz8z1q/ark%2B=21198=z1bz8z1q.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1bz8z1q%2Faudiowaveform.dat,,,1547.811896,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bz8z1q/manifest
Work,ark:/21198/z1768687,ark:/21198/z19c9kx1,Universidad del Aire 1953-08-09,ihc_udelaire_19530809,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530809.wav,open,1953-08-09,1953-08-09,Diálogos sobre el destino.|~|Parts 2 and 4,00 hr. 24 min. 08 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/76/86/87/21198=z1768687/ark%2B=21198=z1768687.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1768687%2Faudiowaveform.dat,,,1447.989333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1768687/manifest
Work,ark:/21198/z13f7fkz,ark:/21198/z19c9kx1,Universidad del Aire 1953-08-16,ihc_udelaire_19530816,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530816.wav,open,1953-08-16,1953-08-16,Diálogos sobre el destino. Universidad del Aire.|~|Parts 1-4,00 hr. 54 min. 39 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/3f/7f/kz/21198=z13f7fkz/ark%2B=21198=z13f7fkz.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz13f7fkz%2Faudiowaveform.dat,,,3279.674938,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f7fkz/manifest
Work,ark:/21198/z1zp6z3p,ark:/21198/z19c9kx1,Universidad del Aire 1953-08-23,ihc_udelaire_19530823,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530823.wav,open,1953-08-23,1953-08-23,Part 2,00 hr. 16 min. 11 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/zp/6z/3p/21198=z1zp6z3p/ark%2B=21198=z1zp6z3p.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1zp6z3p%2Faudiowaveform.dat,,,971.109333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp6z3p/manifest
Work,ark:/21198/z1v14wsk,ark:/21198/z19c9kx1,Universidad del Aire 1953-08-30,ihc_udelaire_19530830,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530830.wav,open,1953-08-30,1953-08-30,Diálogos sobre el destino.|~|Parts 1-4,00 hr. 55 min. 12 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/v1/4w/sk/21198=z1v14wsk/ark%2B=21198=z1v14wsk.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1v14wsk%2Faudiowaveform.dat,,,3312.827813,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v14wsk/manifest
Work,ark:/21198/z1q8454j,ark:/21198/z19c9kx1,Universidad del Aire 1953-09-06,ihc_udelaire_19530906,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530906.wav,open,1953-09-06,1953-09-06,Part 1,00 hr. 17 min. 12 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/q8/45/4j/21198=z1q8454j/ark%2B=21198=z1q8454j.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1q8454j%2Faudiowaveform.dat,,,1032.026667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q8454j/manifest
Work,ark:/21198/z1kh3dbx,ark:/21198/z19c9kx1,Universidad del Aire 1953-09-20,ihc_udelaire_19530920,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530920.wav,open,1953-09-20,1953-09-20,Diálogos sobre el destino. Universidad del Aire.|~|Parts 1-4,00 hr. 55 min. 30 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/kh/3d/bx/21198=z1kh3dbx/ark%2B=21198=z1kh3dbx.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1kh3dbx%2Faudiowaveform.dat,,,3330.438604,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kh3dbx/manifest
Work,ark:/21198/z1fr2nm6,ark:/21198/z19c9kx1,Universidad del Aire 1953-09-27,ihc_udelaire_19530927,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19530927.wav,open,1953-09-27,1953-09-27,Diálogos sobre el destino.|~|Parts 1 and 3,00 hr. 28 min. 48 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/fr/2n/m6/21198=z1fr2nm6/ark%2B=21198=z1fr2nm6.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1fr2nm6%2Faudiowaveform.dat,,,1728.455729,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fr2nm6/manifest
Work,ark:/21198/z1b01wtw,ark:/21198/z19c9kx1,Universidad del Aire 1953-10-04,ihc_udelaire_19531004,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19531004.wav,open,1953-10-04,1953-10-04,Parts 1-4,01 hr. 03 min. 49 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/b0/1w/tw/21198=z1b01wtw/ark%2B=21198=z1b01wtw.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1b01wtw%2Faudiowaveform.dat,,,3829.928396,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b01wtw/manifest
Work,ark:/21198/z167155v,ark:/21198/z19c9kx1,Universidad del Aire 1953-10-11,ihc_udelaire_19531011,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19531011.wav,open,1953-10-11,1953-10-11,"Parts 2 and 3, Part 4 missing",00 hr. 20 min. 51 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/67/15/5v/21198=z167155v/ark%2B=21198=z167155v.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz167155v%2Faudiowaveform.dat,,,1251.242854,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz167155v/manifest
Work,ark:/21198/z12g0dgk,ark:/21198/z19c9kx1,Universidad del Aire 1953-10-13,ihc_udelaire_19531013,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19531013.wav,open,1953-10-13,1953-10-13,"Diálogos sobre el destino.|~|Parts 1-3, Part 4 missing",00 hr. 53 min. 16 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Pittaluga, Gustavo, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Pittaluga, Gustavo, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/2g/0d/gk/21198=z12g0dgk/ark%2B=21198=z12g0dgk.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz12g0dgk%2Faudiowaveform.dat,,,3196.748229,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12g0dgk/manifest
Work,ark:/21198/z1xs8mcm,ark:/21198/z19c9kx1,Universidad del Aire 1953-10-18,ihc_udelaire_19531018,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19531018.wav,open,1953-10-18,1953-10-18,Parts 1-4,00 hr. 54 min. 27 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Perera, Hilda, Dr.| Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Perera, Hilda, Dr.| Pittaluga, Gustavo, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/xs/8m/cm/21198=z1xs8mcm/ark%2B=21198=z1xs8mcm.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1xs8mcm%2Faudiowaveform.dat,,,3267.842583,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xs8mcm/manifest
Work,ark:/21198/z1t17vpn,ark:/21198/z19c9kx1,Universidad del Aire 1953-10-25,ihc_udelaire_19531025,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19531025.wav,open,1953-10-25,1953-10-25,Parts 2 and 4,00 hr. 29 min. 28 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Arroyo, Anita, Dra.|~|Mañach, Jorge, Dr.|~|Perera, Hilda, Dra.|~|Pittaluga, Gustavo, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Arroyo, Anita, Dra.|~|Mañach, Jorge, Dr.|~|Perera, Hilda, Dra.|~|Pittaluga, Gustavo, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/t1/7v/pn/21198=z1t17vpn/ark%2B=21198=z1t17vpn.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1t17vpn%2Faudiowaveform.dat,,,1768.840792,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t17vpn/manifest
Work,ark:/21198/z1p873xv,ark:/21198/z19c9kx1,Universidad del Aire 1953-12-31,ihc_udelaire_19531231,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19531231.wav,open,1953-12-31,1953-12-31,Parts 1-4,00 hr. 56 min. 19 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Mañach, Jorge, Dr.|~|Portuondo, Fernando| Santos, José Manuel",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Mañach, Jorge, Dr.|~|Portuondo, Fernando| Santos, José Manuel",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/p8/73/xv/21198=z1p873xv/ark%2B=21198=z1p873xv.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1p873xv%2Faudiowaveform.dat,,,3378.968521,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p873xv/manifest
Work,ark:/21198/z1jh6c53,ark:/21198/z19c9kx1,Universidad del Aire 1954-01-10,ihc_udelaire_19540110,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19540110.wav,open,1954-01-10,1954-01-10,Parts 1-4,00 hr. 49 min. 29 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Carbonell, Néstor, Sr.|~|García Pons, César, Dr.|~|Mañach, Jorge, Dr.|~|Trujillo Roseñada, Andrés, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Carbonell, Néstor, Sr.|~|García Pons, César, Dr.|~|Mañach, Jorge, Dr.|~|Trujillo Roseñada, Andrés, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/jh/6c/53/21198=z1jh6c53/ark%2B=21198=z1jh6c53.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1jh6c53%2Faudiowaveform.dat,,,2969.586917,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jh6c53/manifest
Work,ark:/21198/z1dr5mdx,ark:/21198/z19c9kx1,Universidad del Aire 1954-01-18,ihc_udelaire_19540118,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19540118.wav,open,1954-01-18,1954-01-18,"Parts 1-4,  Part 5 not owned by Universidad del Aire",00 hr. 51 min. 31 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Ángel Buesa, José, Sr.|~|Antonio Escarpanter, José, Sr.|~|Antuña, Vicentina, Dra.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Ángel Buesa, José, Sr.|~|Antonio Escarpanter, José, Sr.|~|Antuña, Vicentina, Dra.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/dr/5m/dx/21198=z1dr5mdx/ark%2B=21198=z1dr5mdx.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1dr5mdx%2Faudiowaveform.dat,,,3091.155979,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr5mdx/manifest
Work,ark:/21198/z1904vqz,ark:/21198/z19c9kx1,Universidad del Aire 1954-01-22,ihc_udelaire_19540122,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19540122.wav,open,1954-01-22,1954-01-22,Parts 1 and 3,00 hr. 29 min. 58 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Castro Turbiano, Máximo, Dr.|~|Cortázar, Magda, Srta.|~|Gutiérrez, Luisa, Dra.|~|Ichaso, Francisco, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Castro Turbiano, Máximo, Dr.|~|Cortázar, Magda, Srta.|~|Gutiérrez, Luisa, Dra.|~|Ichaso, Francisco, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/90/4v/qz/21198=z1904vqz/ark%2B=21198=z1904vqz.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1904vqz%2Faudiowaveform.dat,,,1798.48,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1904vqz/manifest
Work,ark:/21198/z157441g,ark:/21198/z19c9kx1,Universidad del Aire 1954-01-24,ihc_udelaire_19540124,Masters/othermasters/DEPuniversidaddelaire/audio/ihc_udelaire_19540124.wav,open,1954-01-24,1954-01-24,Continuación de la conferencia anterior.|~|Parts 2 and 4,00 hr. 32 min. 32 sec.,sound recording,radio programs,spa,"Universidad del Aire|~|Castro Turbiano, Máximo, Dr.|~|Cortázar, Magda, Srta.|~|Gutiérrez, Luisa, Dra.|~|Ichaso, Francisco, Dr.|~|Mañach, Jorge, Dr.",,Havana (Cuba),Circuito CMQ Radiocentro Habana,Instituto de Historia de Cuba,unknown,"http://www.ihc.cu/, webmaster@ihc.cu","Castro Turbiano, Máximo, Dr.|~|Cortázar, Magda, Srta.|~|Gutiérrez, Luisa, Dra.|~|Ichaso, Francisco, Dr.|~|Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba,International Digital Ephemera Project,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/57/44/1g/21198=z157441g/ark%2B=21198=z157441g.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz157441g%2Faudiowaveform.dat,,,1952.544,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz157441g/manifest
