Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,Item Sequence,Thumbnail,Visibility,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.note,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject,IIIF Manifest URL
Work,1945-04 (vol. 05 | no. 44),ihc_fundamentos_194504,ark:/21198/z1cv78q9,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt2gk9,Open,,,,abril de 1945|~|1945-04,1945-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,80 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv78q9/manifest
Work,1945-05 (vol. 05 | no. 45),ihc_fundamentos_194505,ark:/21198/z1836j09,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18657nr,Open,,,,mayo de 1945|~|1945-05,1945-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,64 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1836j09/manifest
Work,1945-06 (vol. 05 | no. 46),ihc_fundamentos_194506,ark:/21198/z14b5sbg,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k51tt,Open,,,,junio de 1945|~|1945-06,1945-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,65 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b5sbg/manifest
Work,1945-07 (vol. 05 | no. 47),ihc_fundamentos_194507,ark:/21198/z10p3r01,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv6crq,Open,,,,julio de 1945|~|1945-07,1945-07,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,64 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p3r01/manifest
Work,1945-08 (vol. 05 | no. 48),ihc_fundamentos_194508,ark:/21198/z1vx37km,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m06xm0,Open,,,,agosto de 1945|~|1945-08,1945-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,73 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx37km/manifest
Work,"1945-09, 1945-10 (vol. 05 | no. 49 - 50)",ihc_fundamentos_194509_194510,ark:/21198/z1r52gs9,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb4043,Open,,,,"septiembre de 1946, octubre de 1946|~|1945-09/1945-10",1945-09/1945-10,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,151 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r52gs9/manifest
Work,1945-11 (vol. 05 | no. 51),ihc_fundamentos_194511,ark:/21198/z1md1r20,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k51v8,Open,,,,noviembre de 1945|~|1945-11,1945-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,69 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md1r20/manifest
Work,1945-12 (vol. 05 | no. 52),ihc_fundamentos_194512,ark:/21198/z1gn108r,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj296x,Open,,,,diciembre de 1945|~|1945-12,1945-12,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,65 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn108r/manifest
Work,1946-01 (vol. 06 | no. 53),ihc_fundamentos_194601,ark:/21198/z1bw07kg,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t3cwc,Open,,,Missing pages 48 - 49,enero de 1946|~|1946-01,1946-01,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,126 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bw07kg/manifest
Work,1946-02 (vol. 06 | no. 54),ihc_fundamentos_194602,ark:/21198/z1739gxd,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r6hz4,Open,,,,febrero de 1946|~|1946-02,1946-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,129 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1739gxd/manifest
Work,1946-03 (vol. 06 | no. 55),ihc_fundamentos_194603,ark:/21198/z13f7fmd,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p8745d,Open,,,,marzo de 1946|~|1946-03,1946-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,112 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f7fmd/manifest
Work,"1946-04, 1946-05 (vol. 06 | no. 56 - 57)",ihc_fundamentos_194604_194605,ark:/21198/z1zp6z44,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p5sv6,Open,,,Missing pages 444 - 445,abril de 1946|~|1946-04,1946-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,110 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp6z44/manifest
Work,"1946-06, 1946-07 (vol. 06 | no. 58)",ihc_fundamentos_194606_194607,ark:/21198/z1tx66ds,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v579z,Open,,,,junio de 1946|~|1946-06,1946-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,103 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx66ds/manifest
Work,1946-08 (vol. 06 | no. 59),ihc_fundamentos_194608,ark:/21198/z1q55fnx,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c27nrc,Open,,,Missing pages 14 - 15,agosto de 1946|~|1946-08,1946-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,99 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q55fnx/manifest
Work,"1946-09, 1946-10 (vol. 06 | no. 60)",ihc_fundamentos_194609_194610,ark:/21198/z1kd4pwr,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq2w32,Open,,,,"septiembre de 1946, octubre de 1946|~|1946-09/1946-10",1946-09/1946-10,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,112 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd4pwr/manifest
Work,1946-11 (vol. 06 | no. 61),ihc_fundamentos_194611,ark:/21198/z1fn3z5f,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j41jsj,Open,,,,noviembre de 1946|~|1946-11,1946-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,112 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn3z5f/manifest
Work,1946-12 (vol. 06 | no. 62),ihc_fundamentos_194612,ark:/21198/z19w36jf,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m8xzd,Open,,,,diciembre de 1946|~|1946-12,1946-12,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w36jf/manifest
Work,1947-01 (vol. 07 | no. 63),ihc_fundamentos_194701,ark:/21198/z1671569,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v14x31,Open,,,,enero de 1947|~|1947-01,1947-01,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1671569/manifest
Work,1947-02 (vol. 07 | no. 64),ihc_fundamentos_194702,ark:/21198/z12g0dh1,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hf0n0w,Open,,,,febrero de 1947|~|1947-02,1947-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12g0dh1/manifest
Work,1947-03 (vol. 07 | no. 65),ihc_fundamentos_194703,ark:/21198/z1xp9x0r,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t6btw,Open,,,,marzo de 1947|~|1947-03,1947-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,100 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp9x0r/manifest
Work,1947-04 (vol. 07 | no. 66),ihc_fundamentos_194704,ark:/21198/z1sx957z,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kq0tf5,Open,,,Missing pages 292-293,abril de 1947|~|1947-04,1947-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,110 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx957z/manifest
Work,1947-05 (vol. 07 | no. 67),ihc_fundamentos_194705,ark:/21198/z1p58dg3,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bw07xz,Open,,,,mayo de 1947|~|1947-05,1947-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p58dg3/manifest
Work,1947-06 (vol. 07 | no. 68),ihc_fundamentos_194706,ark:/21198/z1jd7nst,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c4p6g,Open,,,,junio de 1947|~|1947-06,1947-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd7nst/manifest
Work,1947-07 (vol. 07 | no. 69),ihc_fundamentos_194707,ark:/21198/z1dn6x3z,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ps0n8g,Open,,,Missing pages 146-147,julio de 1947|~|1947-07,1947-07,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,94 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn6x3z/manifest
Work,1947-08 (vol. 07 | no. 70),ihc_fundamentos_194708,ark:/21198/z1904vrd,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx73vn,Open,,,,agosto de 1947|~|1947-08,1947-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1904vrd/manifest
Work,1947-09 (vol. 07 | no. 71),ihc_fundamentos_194709,ark:/21198/z157442x,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b2trf,Open,,,,septiembre de 1947|~|1947-09,1947-09,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,95 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz157442x/manifest
Work,1947-10 (vol. 07 | no. 72),ihc_fundamentos_194710,ark:/21198/z11g3c89,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg9jk2,Open,,,,octubre de 1947|~|1947-10,1947-10,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g3c89/manifest
Work,1947-11 (vol. 07 | no. 73),ihc_fundamentos_194711,ark:/21198/z1wq2vt2,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn616n,Open,,,,noviembre de 1947|~|1947-11,1947-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq2vt2/manifest
Work,1947-12 (vol. 07 | no. 74),ihc_fundamentos_194712,ark:/21198/z1rz2417,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21r1j,Open,,,,diciembre de 1947|~|1947-12,1947-12,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,98 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz2417/manifest
Work,"1948-01, 1948-03 (vol. 08 | no. 75)",ihc_fundamentos_194801_194803,ark:/21198/z1n61ccq,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f7fzw,Open,,,,enero-marzo 1948|~|1948-01,1948-01,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n61ccq/manifest
Work,1948-04 (vol. 08 | no. 76),ihc_fundamentos_194804,ark:/21198/z1hf0mqw,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv3f36,Open,,,,abril de 1948|~|1948-04,1948-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hf0mqw/manifest
Work,1948-05 (vol. 08 | no. 77),ihc_fundamentos_194805,ark:/21198/z1cr8kcw,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f794xh,Open,,,,mayo de 1948|~|1948-05,1948-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,96 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cr8kcw/manifest
Work,"1948-06, 1948-07 (vol. 08 | no. 78)",ihc_fundamentos_194806_194807,ark:/21198/z1807tpx,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4vsj,Open,,,,"junio de 1948, julio de 1948|~|1948-06/1948-07",1948-06/1948-07,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1807tpx/manifest
Work,1948-08 (vol. 08 | no. 79),ihc_fundamentos_194808,ark:/21198/z14772x4,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s20tw9,Open,,,Missing pages 94 - 95,agosto de 1948|~|1948-08,1948-08,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,103 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14772x4/manifest
Work,"1948-09, 1948-10 (vol. 08 | no. 80)",ihc_fundamentos_194809_194810,ark:/21198/z10g6b5c,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12830xh,Open,,,,"septiembre de 1948, octubre de 1948|~|1948-09/1948-10",1948-09/1948-10,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,103 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10g6b5c/manifest
Work,1948-11 (vol. 08 | no. 81),ihc_fundamentos_194811,ark:/21198/z1vq5tms,ark:/21198/z11r9gj5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc6qxv,Open,,,,noviembre de 1948|~|1948-11,1948-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,97 pages,digitized microfilm,magazines (periodicals),spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Roca, Blas",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vq5tms/manifest
