"Object Type","Title","Item ARK","Parent ARK","Local identifier","Visibility","File Name","Item Sequence","Thumbnail","Date.created","Date.normalized","Contents note","Description.note","Format.extent","Format.medium","Genre","Language","Name.creator","Name.subject","Note","Place of origin","Publisher.publisherName","Repository","Type.typeOfResource","Rights.copyrightStatus","Rights.rightsHolderContact","viewingHint","Subject","IIIF Manifest URL"
"Work","1880-09-25 (vol. 02 | no. 223)","ark:/21198/z1x951n6","ark:/21198/z16t3b1r","ihc_ladiscusion_18800925","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg9gz5","1880-09-25","1880-09-25","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x951n6/manifest"
"Work","1880-09-27 (vol. 02 | no. 224)","ark:/21198/z1sj48xg","ark:/21198/z16t3b1r","ihc_ladiscusion_18800927","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz80jz","1880-09-27","1880-09-27","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sj48xg/manifest"
"Work","1880-09-28 (vol. 02 | no. 225)","ark:/21198/z1ns3j9h","ark:/21198/z16t3b1r","ihc_ladiscusion_18800928","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj56kf","1880-09-28","1880-09-28","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns3j9h/manifest"
"Work","1880-09-29 (vol. 02 | no. 226)","ark:/21198/z1j41gvm","ark:/21198/z16t3b1r","ihc_ladiscusion_18800929","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1613q38","1880-09-29","1880-09-29","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j41gvm/manifest"
"Work","1880-09-30 (vol. 02 | no. 227)","ark:/21198/z1dc0r7n","ark:/21198/z16t3b1r","ihc_ladiscusion_18800930","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh2fw7","1880-09-30","1880-09-30","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dc0r7n/manifest"
"Work","1880-10-01 (vol. 02 | no. 228)","ark:/21198/z18m00fd","ark:/21198/z16t3b1r","ihc_ladiscusion_18801001","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p00zfh","1880-10-01","1880-10-01","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18m00fd/manifest"
"Work","1880-10-02 (vol. 02 | no. 229)","ark:/21198/z14t97rk","ark:/21198/z16t3b1r","ihc_ladiscusion_18801002","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj85f2","1880-10-02","1880-10-02","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14t97rk/manifest"
"Work","1880-10-03 (vol. 02 | no. 230)","ark:/21198/z1128gz8","ark:/21198/z16t3b1r","ihc_ladiscusion_18801003","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1516nx1","1880-10-03","1880-10-03","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","2 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1128gz8/manifest"
"Work","1880-10-13 (vol. 02 | no. 238)","ark:/21198/z1w980ht","ark:/21198/z16t3b1r","ihc_ladiscusion_18801013","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1185x75","1880-10-13","1880-10-13","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","6 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w980ht/manifest"
"Work","1880-10-14 (vol. 02 | no. 239)","ark:/21198/z1rj77v0","ark:/21198/z16t3b1r","ihc_ladiscusion_18801014","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n32mp0","1880-10-14","1880-10-14","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj77v0/manifest"
"Work","1880-10-15 (vol. 02 | no. 240)","ark:/21198/z1mw56g3","ark:/21198/z16t3b1r","ihc_ladiscusion_18801015","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck146w","1880-10-15","1880-10-15","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mw56g3/manifest"
"Work","1880-10-16 (vol. 02 | no. 241)","ark:/21198/z1h44fv1","ark:/21198/z16t3b1r","ihc_ladiscusion_18801016","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1419msn","1880-10-16","1880-10-16","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h44fv1/manifest"
"Work","1880-10-18 (vol. 02 | no. 242)","ark:/21198/z1cc3q38","ark:/21198/z16t3b1r","ihc_ladiscusion_18801018","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh8cnx","1880-10-18","1880-10-18","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cc3q38/manifest"
"Work","1880-10-19 (vol. 02 | no. 243)","ark:/21198/z17m2zb3","ark:/21198/z16t3b1r","ihc_ladiscusion_18801019","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m35kjm","1880-10-19","1880-10-19","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17m2zb3/manifest"
"Work","1880-10-20 (vol. 02 | no. 244)","ark:/21198/z13v26jv","ark:/21198/z16t3b1r","ihc_ladiscusion_18801020","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk432h","1880-10-20","1880-10-20","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v26jv/manifest"
"Work","1880-10-21 (vol. 02 | no. 245)","ark:/21198/z1031fvw","ark:/21198/z16t3b1r","ihc_ladiscusion_18801021","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1322kp8","1880-10-21","1880-10-21","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1031fvw/manifest"
"Work","1880-10-22 (vol. 02 | no. 246)","ark:/21198/z1vd9nsc","ark:/21198/z16t3b1r","ihc_ladiscusion_18801022","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tn01xd","1880-10-22","1880-10-22","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vd9nsc/manifest"
"Work","1880-10-23 (vol. 02 | no. 247)","ark:/21198/z1qn8x4z","ark:/21198/z16t3b1r","ihc_ladiscusion_18801023","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k38jd7","1880-10-23","1880-10-23","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qn8x4z/manifest"
"Work","1880-10-25 (vol. 02 | no. 248)","ark:/21198/z1kw85f2","ark:/21198/z16t3b1r","ihc_ladiscusion_18801025","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k7201","1880-10-25","1880-10-25","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kw85f2/manifest"
"Work","1880-10-26 (vol. 02 | no. 249)","ark:/21198/z1g47dqn","ark:/21198/z16t3b1r","ihc_ladiscusion_18801026","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12547z6","1880-10-26","1880-10-26","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g47dqn/manifest"
"Work","1880-10-27 (vol. 02 | no. 250)","ark:/21198/z1bc6nx1","ark:/21198/z16t3b1r","ihc_ladiscusion_18801027","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn30s1","1880-10-27","1880-10-27","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","6 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc6nx1/manifest"
"Work","1880-10-28 (vol. 02 | no. 251)","ark:/21198/z16m5x58","ark:/21198/z16t3b1r","ihc_ladiscusion_18801028","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dc0rmk","1880-10-28","1880-10-28","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","6 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m5x58/manifest"
"Work","1880-10-29 (vol. 02 | no. 252)","ark:/21198/z12v55gc","ark:/21198/z16t3b1r","ihc_ladiscusion_18801029","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11576v8","1880-10-29","1880-10-29","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v55gc/manifest"
"Work","1880-10-30 (vol. 02 | no. 253)","ark:/21198/z1z63cbt","ark:/21198/z16t3b1r","ihc_ladiscusion_18801030","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn5zkc","1880-10-30","1880-10-30","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z63cbt/manifest"
"Work","1880-11-01 (vol. 02 | no. 254)","ark:/21198/z1tf2mp0","ark:/21198/z16t3b1r","ihc_ladiscusion_18801101","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h44g6x","1880-11-01","1880-11-01","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf2mp0/manifest"
"Work","1880-11-02 (vol. 02 | no. 255)","ark:/21198/z1pp1w21","ark:/21198/z16t3b1r","ihc_ladiscusion_18801102","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q1p6n","1880-11-02","1880-11-02","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp1w21/manifest"
"Work","1880-11-03 (vol. 02 | no. 256)","ark:/21198/z1jx1497","ark:/21198/z16t3b1r","ihc_ladiscusion_18801103","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10605rw","1880-11-03","1880-11-03","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx1497/manifest"
"Work","1880-11-04 (vol. 02 | no. 257)","ark:/21198/z1f50cjc","ark:/21198/z16t3b1r","ihc_ladiscusion_18801104","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn8xhw","1880-11-04","1880-11-04","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f50cjc/manifest"
"Work","1880-11-05 (vol. 02 | no. 258)","ark:/21198/z19c9mr6","ark:/21198/z16t3b1r","ihc_ladiscusion_18801105","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g47f30","1880-11-05","1880-11-05","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c9mr6/manifest"
"Work","1880-11-06 (vol. 02 | no. 259)","ark:/21198/z15m8w2b","ark:/21198/z16t3b1r","ihc_ladiscusion_18801106","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q4n1t","1880-11-06","1880-11-06","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m8w2b/manifest"
"Work","1880-11-08 (vol. 02 | no. 260)","ark:/21198/z11z6trx","ark:/21198/z16t3b1r","ihc_ladiscusion_18801108","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z63cr6","1880-11-08","1880-11-08","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11z6trx/manifest"
"Work","1880-11-09 (vol. 02 | no. 261)","ark:/21198/z1x66b9s","ark:/21198/z16t3b1r","ihc_ladiscusion_18801109","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp1wdh","1880-11-09","1880-11-09","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x66b9s/manifest"
"Work","1880-11-10 (vol. 02 | no. 262)","ark:/21198/z1sf5kk2","ark:/21198/z16t3b1r","ihc_ladiscusion_18801110","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f79391","1880-11-10","1880-11-10","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf5kk2/manifest"
"Work","1880-11-11 (vol. 02 | no. 263)","ark:/21198/z1np4tsf","ark:/21198/z16t3b1r","ihc_ladiscusion_18801111","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q7kvk","1880-11-11","1880-11-11","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1np4tsf/manifest"
"Work","1880-11-12 (vol. 02 | no. 264)","ark:/21198/z1hx432h","ark:/21198/z16t3b1r","ihc_ladiscusion_18801112","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x66bn8","1880-11-12","1880-11-12","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx432h/manifest"
"Work","1880-11-13 (vol. 02 | no. 265)","ark:/21198/z1d53b86","ark:/21198/z16t3b1r","ihc_ladiscusion_18801113","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np4v5s","1880-11-13","1880-11-13","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d53b86/manifest"
"Work","1880-11-15 (vol. 02 | no. 266)","ark:/21198/z18d2kmc","ark:/21198/z16t3b1r","ihc_ladiscusion_18801115","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d82273","1880-11-15","1880-11-15","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d2kmc/manifest"
"Work","1880-11-17 (vol. 02 | no. 267)","ark:/21198/z14r0j9c","ark:/21198/z16t3b1r","ihc_ladiscusion_18801117","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14r0jp9","1880-11-17","1880-11-17","November 18, 1880 and November 20, 1880 issues also numbered no. 267.","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14r0j9c/manifest"
"Work","1880-11-18 (vol. 02 | no. 267)","ark:/21198/z10z9spf","ark:/21198/z16t3b1r","ihc_ladiscusion_18801118","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w699jb","1880-11-18","1880-11-18","November 17, 1880 and November 20, 1880 issues also numbered no. 267.","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10z9spf/manifest"
