Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,Visibility,Date.created,Date.normalized,Thumbnail,Format.extent,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject,IIIF Manifest URL
Work,1902-01-05 (vol. 02 | no. 01),ark:/21198/z1tb3vt1,ark:/21198/z1cc3nm5,,,open,5 de Enero de 1902|~|1902-01-05,1902-01-05,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r8135b,4 pages,newspapers,spa,ihc_tipografo_19020105,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb3vt1/manifest
Work,1902-01-12 (vol. 02 | no. 02),ark:/21198/z1pk342n,ark:/21198/z1cc3nm5,,,open,12 de Enero de 1902|~|1902-01-12,1902-01-12,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1796sm1,4 pages,newspapers,spa,ihc_tipografo_19020112,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk342n/manifest
Work,1902-01-19 (vol. 02 | no. 03),ark:/21198/z1jt2c81,ark:/21198/z1cc3nm5,,,open,19 de Enero de 1902 |~|1902-01-19,1902-01-19,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2rc0,4 pages,newspapers,spa,ihc_tipografo_19020119,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jt2c81/manifest
Work,1902-02-02 (vol. 02 | no. 05),ark:/21198/z1f21mh5,ark:/21198/z1cc3nm5,,,open,2 de Febrero de 1902|~|1902-02-02,1902-02-02,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1699rf6,4 pages,newspapers,spa,ihc_tipografo_19020202,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f21mh5/manifest
Work,1902-02-09 (vol. 02 | no. 06),ark:/21198/z1990vvb,ark:/21198/z1cc3nm5,,,open,9 de Febrero de 1902|~|1902-02-09,1902-02-09,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5qbz,4 pages,newspapers,spa,ihc_tipografo_19020209,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1990vvb/manifest
Work,1902-02-16 (vol. 02 | no. 07),ark:/21198/z15j044d,ark:/21198/z1cc3nm5,,,open,16 de Febrero de 1902|~|1902-02-16,1902-02-16,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b2qbt,5 pages,newspapers,spa,ihc_tipografo_19020216,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15j044d/manifest
Work,1902-02-23 (vol. 02 | no. 08),ark:/21198/z11v82vw,ark:/21198/z1cc3nm5,,,open,23 de Febrero de 1902|~|1902-02-23,1902-02-23,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm7xch,8 pages,newspapers,spa,ihc_tipografo_19020223,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v82vw/manifest
Work,1902-03-02 (vol. 02 | no. 09),ark:/21198/z1x37kdc,ark:/21198/z1cc3nm5,,,open,2 de Marzo de 1902|~|1902-03-02,1902-03-02,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn0w5s,4 pages,newspapers,spa,ihc_tipografo_19020302,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x37kdc/manifest
Work,1902-03-09 (vol. 02 | no. 10),ark:/21198/z1sb6tn6,ark:/21198/z1cc3nm5,,,open,9 de Marzo de 1902|~|1902-03-09,1902-03-09,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp6v20,4 pages,newspapers,spa,ihc_tipografo_19020309,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb6tn6/manifest
Work,1902-03-16 (vol. 02 | no. 11),ark:/21198/z1nk62wd,ark:/21198/z1cc3nm5,,,open,16 de Marzo de 1902|~|1902-03-16,1902-03-16,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn3v2v,4 pages,newspapers,spa,ihc_tipografo_19020316,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nk62wd/manifest
Work,1902-03-23 (vol. 02 | no. 12),ark:/21198/z1ht5b53,ark:/21198/z1cc3nm5,,,open,23 de Mayo de 1902 |~|1902-03-23,1902-03-23,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp9swr,4 pages,newspapers,spa,ihc_tipografo_19020323,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ht5b53/manifest
Work,1902-03-30 (vol. 02 | no. 13),ark:/21198/z1d24khk,ark:/21198/z1cc3nm5,,,open,30 de Mayo de 1902|~|1902-03-30,1902-03-30,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn6t0c,4 pages,newspapers,spa,ihc_tipografo_19020330,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d24khk/manifest
Work,1902-04-06 (vol. 02 | no. 14),ark:/21198/z1893tt9,ark:/21198/z1cc3nm5,,,open,6 de Abril de 1902|~|1902-04-06,1902-04-06,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq2rp1,4 pages,newspapers,spa,ihc_tipografo_19020406,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1893tt9/manifest
Work,1902-04-13 (vol. 02 | no. 15),ark:/21198/z14n1sfd,ark:/21198/z1cc3nm5,,,open,13 de Abril de 1902|~|1902-04-13,1902-04-13,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr8g89,4 pages,newspapers,spa,ihc_tipografo_19020413,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n1sfd/manifest
Work,1902-04-20 (vol. 02 | no. 16),ark:/21198/z10w11pm,ark:/21198/z1cc3nm5,,,open,20 de Abril de 1902|~|1902-04-20,1902-04-20,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq5qh6,4 pages,newspapers,spa,ihc_tipografo_19020420,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10w11pm/manifest
Work,1902-04-27 (vol. 02 | no. 17),ark:/21198/z1w40j73,ark:/21198/z1cc3nm5,,,open,27 de Abril de 1902|~|1902-04-27,1902-04-27,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs1f4g,5 pages,newspapers,spa,ihc_tipografo_19020427,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w40j73/manifest
Work,1902-05-04 (vol. 02 | no. 18),ark:/21198/z1rb9sfx,ark:/21198/z1cc3nm5,,,open,4 de Mayo de 1902|~|1902-05-04,1902-05-04,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q26n3k,5 pages,newspapers,spa,ihc_tipografo_19020504,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rb9sfx/manifest
Work,1902-05-11 (vol. 02 | no. 19),ark:/21198/z1mk91qk,ark:/21198/z1cc3nm5,,,open,11 de Mayo de 1902|~|1902-05-11,1902-05-11,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1282wfm,4 pages,newspapers,spa,ihc_tipografo_19020511,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mk91qk/manifest
Work,1902-05-20 (vol. 02 | no. 20-21),ark:/21198/z1gt8925,ark:/21198/z1cc3nm5,,,open,20 de Mayo de 1902|~|1902-05-20,1902-05-20,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j98vbt,8 pages,newspapers,spa,ihc_tipografo_19020520,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gt8925/manifest
Work,1902-06-01 (vol. 02 | no. 22),ark:/21198/z1c27jc6,ark:/21198/z1cc3nm5,,,open,1 de Junio de 1902|~|1902-06-01,1902-06-01,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb1t5j,4 pages,newspapers,spa,ihc_tipografo_19020601,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c27jc6/manifest
Work,1902-06-08 (vol. 02 | no. 23),ark:/21198/z17d5h1r,ark:/21198/z1cc3nm5,,,open,8 de Junio de 1902 |~|1902-06-08,1902-06-08,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c7hn2,4 pages,newspapers,spa,ihc_tipografo_19020608,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d5h1r/manifest
Work,1902-06-15 (vol. 02 | no. 24),ark:/21198/z13n4r91,ark:/21198/z1cc3nm5,,,open,15 de Junio de 1902 |~|1902-06-15,1902-06-15,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb4rzv,4 pages,newspapers,spa,ihc_tipografo_19020615,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n4r91/manifest
Work,1902-06-22 (vol. 02 | no. 25),ark:/21198/z1zw47tq,ark:/21198/z1cc3nm5,,,open,22 de Junio de 1902|~|1902-06-22,1902-06-22,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0qvm,4 pages,newspapers,spa,ihc_tipografo_19020622,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw47tq/manifest
Work,1902-06-29 (vol. 02 | no. 26),ark:/21198/z1v43h1t,ark:/21198/z1cc3nm5,,,open,29 de Junio de 1902|~|1902-06-29,1902-06-29,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb7qtg,4 pages,newspapers,spa,ihc_tipografo_19020629,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v43h1t/manifest
Work,1902-07-06 (vol. 02 | no. 27),ark:/21198/z1qc2rbj,ark:/21198/z1cc3nm5,,,open,6 de Julio de 1902 |~|1902-07-06,1902-07-06,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd3pmw,5 pages,newspapers,spa,ihc_tipografo_19020706,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qc2rbj/manifest
Work,1902-07-13 (vol. 02 | no. 28),ark:/21198/z1km20qj,ark:/21198/z1cc3nm5,,,open,13 de Julio de 1902|~|1902-07-13,1902-07-13,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p8ndj,6 pages,newspapers,spa,ihc_tipografo_19020713,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km20qj/manifest
Work,1902-07-20 (vol. 02 | no. 29),ark:/21198/z1fx9zbq,ark:/21198/z1cc3nm5,,,open,20 de Julio de 1902|~|1902-07-20,1902-07-20,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h44dds,4 pages,newspapers,spa,ihc_tipografo_19020720,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fx9zbq/manifest
Work,1902-07-27 (vol. 02 | no. 30),ark:/21198/z1b596n4,ark:/21198/z1cc3nm5,,,open,27 de Julio de 1902|~|1902-07-27,1902-07-27,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10603wv,4 pages,newspapers,spa,ihc_tipografo_19020727,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b596n4/manifest
Work,1902-08-03 (vol. 02 | no. 31),ark:/21198/z16d8fzv,ark:/21198/z1cc3nm5,,,open,3 de Agosto de 1902|~|1902-08-03,1902-08-03,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g762n8,4 pages,newspapers,spa,ihc_tipografo_19020803,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d8fzv/manifest
Work,1902-08-10 (vol. 02 | no. 32),ark:/21198/z12n7q63,ark:/21198/z1cc3nm5,,,open,10 de Agosto de 1902|~|1902-08-10,1902-08-10,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z639xm,4 pages,newspapers,spa,ihc_tipografo_19020810,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n7q63/manifest
Work,1902-08-17 (vol. 02 | no. 33),ark:/21198/z1xw76pb,ark:/21198/z1cc3nm5,,,open,17 de Agosto de 1902|~|1902-08-17,1902-08-17,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f791hw,4 pages,newspapers,spa,ihc_tipografo_19020817,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw76pb/manifest
Work,1902-08-24 (vol. 02 | no. 34),ark:/21198/z1t46fzx,ark:/21198/z1cc3nm5,,,open,24 de Agosto de 1902|~|1902-08-24,1902-08-24,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x668v4,4 pages,newspapers,spa,ihc_tipografo_19020824,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t46fzx/manifest
Work,1902-08-31 (vol. 02 | no. 35),ark:/21198/z1pc5q9h,ark:/21198/z1cc3nm5,,,open,31 de Agosto de 1902|~|1902-08-31,1902-08-31,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d820c2,4 pages,newspapers,spa,ihc_tipografo_19020831,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc5q9h/manifest
Work,1902-09-07 (vol. 02 | no. 36),ark:/21198/z1jq3nv9,ark:/21198/z1cc3nm5,,,open,7 de Septiembre de 1902 |~|1902-09-07,1902-09-07,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w97z3n,6 pages,newspapers,spa,ihc_tipografo_19020907,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jq3nv9/manifest
Work,1902-09-14 (vol. 02 | no. 37),ark:/21198/z1dz2x7b,ark:/21198/z1cc3nm5,,,open,14 de Septiembre de 1902 |~|1902-09-14,1902-09-14,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r3fs7,4 pages,newspapers,spa,ihc_tipografo_19020914,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz2x7b/manifest
Work,1902-09-21 (vol. 02 | no. 38),ark:/21198/z19625gv,ark:/21198/z1cc3nm5,,,open,21 de Septiembre de 1902|~|1902-09-21,1902-09-21,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks9dh6,6 pages,newspapers,spa,ihc_tipografo_19020921,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19625gv/manifest
Work,1902-09-28 (vol. 02 | no. 39),ark:/21198/z15f1dsk,ark:/21198/z1cc3nm5,,,open,28 de Septiembre de 1902|~|1902-09-28,1902-09-28,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb3vvg,5 pages,newspapers,spa,ihc_tipografo_19020928,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f1dsk/manifest
Work,1902-10-05 (vol. 02 | no. 40),ark:/21198/z11p0p0c,ark:/21198/z1cc3nm5,,,open,5 de Octubre de 1902|~|1902-10-05,1902-10-05,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m8tmp,4 pages,newspapers,spa,ihc_tipografo_19021005,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11p0p0c/manifest
Work,1902-10-10 (vol. 02 | no. 41),ark:/21198/z1wx05jh,ark:/21198/z1cc3nm5,,,open,10 de Octubre de 1902|~|1902-10-10,1902-10-10,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk62xv,4 pages,newspapers,spa,ihc_tipografo_19021010,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wx05jh/manifest
Work,1902-10-19 (vol. 02 | no. 42),ark:/21198/z1s49dwf,ark:/21198/z1cc3nm5,,,open,19 de Octubre de 1902 |~|1902-10-19,1902-10-19,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n1sh9,1 page,newspapers,spa,ihc_tipografo_19021019,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s49dwf/manifest
Work,1902-10-26 (vol. 02 | no. 43),ark:/21198/z1ng7chj,ark:/21198/z1cc3nm5,,,open,26 de Octubre de 1902|~|1902-10-26,1902-10-26,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w11q2,4 pages,newspapers,spa,ihc_tipografo_19021026,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ng7chj/manifest
Work,1902-11-02 (vol. 02 | no. 44),ark:/21198/z1hq6mvq,ark:/21198/z1cc3nm5,,,open,2 de Noviembre de 1902 |~|1902-11-02,1902-11-02,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt8942,4 pages,newspapers,spa,ihc_tipografo_19021102,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba -- Politics and government -- 1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hq6mvq/manifest
