Object Type,Item ARK,Parent ARK,Title,Local identifier,File Name,Item Sequence,Thumbnail,Visibility,Contents note,Date.created,Date.normalized,Description.note,Format.extent,Genre,Language,Name.creator,Place of origin,Publisher.publisherName,Repository,Program,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject topic,volume | issue,IIIF Manifest URL
Work,ark:/21198/z186550d,ark:/21198/z1hn2jw4,1933-10-14,ihc_udelaire_19331014,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11575sz,open,,"octubre 14, 1933|~|1933-10-14",1933-10-14,,36 pages,journals,spa,Universidad del Aire|~|Radio Salas C.M.B.Z y C.O.B.Z,Havana (Cuba),"Editorial Minerva, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz186550d/manifest
Work,ark:/21198/z14j33p0,ark:/21198/z1hn2jw4,1933-10-21,ihc_udelaire_19331021,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c8501d,open,,"octubre 21, 1933|~|1933-10-21",1933-10-21,,36 pages,journals,spa,Universidad del Aire|~|Radio Salas C.M.B.Z y C.O.B.Z,Havana (Cuba),"Editorial Minerva, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14j33p0/manifest
Work,ark:/21198/z10s2bz8,ark:/21198/z1hn2jw4,1933-10-28,ihc_udelaire_19331028,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg1gmg,open,,"octubre 28, 1933|~|1933-10-28",1933-10-28,,36 pages,journals,spa,Universidad del Aire|~|Radio Salas C.M.B.Z y C.O.B.Z,Havana (Cuba),"Editorial Minerva, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10s2bz8/manifest
Work,ark:/21198/z1w11vdd,ark:/21198/z1hn2jw4,1933-11-04,ihc_udelaire_19331104,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j91j1,open,,"noviembre 4, 1933|~|1933-11-04",1933-11-04,,36 pages,journals,spa,Universidad del Aire|~|Radio Salas C.M.B.Z y C.O.B.Z,Havana (Cuba),"Editorial Minerva, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w11vdd/manifest
Work,ark:/21198/z1r813rz,ark:/21198/z1hn2jw4,1949-03-01,ihc_udelaire_194903_segunda,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt4fxx,open,segunda edición,marzo de 1949|~|1949-03,1949-03,,58 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r813rz/manifest
Work,ark:/21198/z1mh0c1n,ark:/21198/z1hn2jw4,1949-04-01,ihc_udelaire_194904,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck138c,open,,abril de 1949|~|1949-04,1949-04,,60 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mh0c1n/manifest
Work,ark:/21198/z1gq9mbt,ark:/21198/z1hn2jw4,1949-05-01,ihc_udelaire_194905,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms6gk3,open,,mayo de 1949|~|1949-05,1949-05,,60 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gq9mbt/manifest
Work,ark:/21198/z1c27k0p,ark:/21198/z1hn2jw4,1949-06-01,ihc_udelaire_194906,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx35bn,open,,junio de 1949|~|1949-06,1949-06,,72 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c27k0p/manifest
Work,ark:/21198/z1796t7h,ark:/21198/z1hn2jw4,1949-07-01,ihc_udelaire_194907,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k676zx,open,,julio de 1949|~|1949-07,1949-07,,48 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1796t7h/manifest
Work,ark:/21198/z13j62jm,ark:/21198/z1hn2jw4,1949-08-01,ihc_udelaire_194908,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc3pk4,open,,agosto de 1949|~|1949-08,1949-08,,68 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13j62jm/manifest
Work,ark:/21198/z1zs5k1w,ark:/21198/z1hn2jw4,1949-09-01,ihc_udelaire_194909,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km21n2,open,,septiembre de 1949|~|1949-09,1949-09,,72 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zs5k1w/manifest
Work,ark:/21198/z1v14tbx,ark:/21198/z1hn2jw4,1949-10-01,ihc_udelaire_194910,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s7crc,open,,octubre de 1949|~|1949-10,1949-10,,56 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v14tbx/manifest
Work,ark:/21198/z1q842n1,ark:/21198/z1hn2jw4,1949-11-01,ihc_udelaire_194911,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z6t76,open,,noviembre de 1949|~|1949-11,1949-11,,64 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q842n1/manifest
Work,ark:/21198/z1kh39wv,ark:/21198/z1hn2jw4,1949-12-01,ihc_udelaire_194912,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s49fvd,open,,diciembre de 1949|~|1949-12,1949-12,,108 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kh39wv/manifest
Work,ark:/21198/z1fv18jd,ark:/21198/z1hn2jw4,1949-12-01 (segunda),ihc_udelaire_194912_segunda,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj19j4,open,segunda edición,diciembre de 1949|~|1949-12,1949-12,,68 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv18jd/manifest
Work,ark:/21198/z1b30hvf,ark:/21198/z1hn2jw4,1950-01-01,ihc_udelaire_195001,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r9df0,open,,enero de 1950|~|1950-01,1950-01,,68 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b30hvf/manifest
Work,ark:/21198/z1699s34,ark:/21198/z1hn2jw4,1950-02-01,ihc_udelaire_195002,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1807rj9,open,,febrero de 1950|~|1950-02,1950-02,,88 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1699s34/manifest
Work,ark:/21198/z12j91bb,ark:/21198/z1hn2jw4,1950-03-01,ihc_udelaire_195003,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w9801j,open,,marzo de 1950|~|1950-03,1950-03,,88 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 15,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12j91bb/manifest
Work,ark:/21198/z1xs8hxj,ark:/21198/z1hn2jw4,1950-03-01 (segunda),ihc_udelaire_195003_2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh97wp,open,potential date misprint,marzo de 1950|~|1950-03,1950-03,,108 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xs8hxj/manifest
Work,ark:/21198/z1t17s6j,ark:/21198/z1hn2jw4,1950-04-01,ihc_udelaire_195004,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx13tj,open,,abril de 1950|~|1950-04,1950-04,,92 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t17s6j/manifest
Work,ark:/21198/z1p871g6,ark:/21198/z1hn2jw4,1950-05-01,ihc_udelaire_195005,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p58bdc,open,,mayo de 1950|~|1950-05,1950-05,,104 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p871g6/manifest
Work,ark:/21198/z1jm506n,ark:/21198/z1hn2jw4,1950-06-01,ihc_udelaire_195006,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h47fg,open,,junio de 1950|~|1950-06,1950-06,,84 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm506n/manifest
Work,ark:/21198/z1dv47gx,ark:/21198/z1hn2jw4,1950-07-01,ihc_udelaire_195007,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv76nk,open,,julio de 1950|~|1950-07,1950-07,,96 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 19,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv47gx/manifest
Work,ark:/21198/z1933gq2,ark:/21198/z1hn2jw4,1950-08-01,ihc_udelaire_195008,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10604xq,open,,agosto de 1950|~|1950-08,1950-08,,104 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1933gq2/manifest
Work,ark:/21198/z15b2qzw,ark:/21198/z1hn2jw4,1950-09-01,ihc_udelaire_195009,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh6958,open,,septiembre de 1950|~|1950-09,1950-09,,96 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b2qzw/manifest
Work,ark:/21198/z11k209v,ark:/21198/z1hn2jw4,1950-10-01,ihc_udelaire_195010,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t97cn,open,,octubre de 1950|~|1950-10,1950-10,,104 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k209v/manifest
Work,ark:/21198/z1wt1gr8,ark:/21198/z1hn2jw4,1950-11-01,ihc_udelaire_195011,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q55cmn,open,,noviembre de 1950|~|1950-11,1950-11,,100 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wt1gr8/manifest
Work,ark:/21198/z1s20r2q,ark:/21198/z1hn2jw4,1950-12-01,ihc_udelaire_195012,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf5k64,open,,diciembre de 1950|~|1950-12,1950-12,,100 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 24,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s20r2q/manifest
Work,ark:/21198/z1nc8ps6,ark:/21198/z1hn2jw4,1951-01-01,ihc_udelaire_195101,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt4g5g,open,,enero de 1951|~|1951-01,1951-01,,100 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 25,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc8ps6/manifest
Work,ark:/21198/z1hm7z1f,ark:/21198/z1hn2jw4,1951-02-01,ihc_udelaire_195102,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z34npz,open,,febrero de 1951|~|1951-02,1951-02,,100 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 26,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm7z1f/manifest
Work,ark:/21198/z1cv768n,ark:/21198/z1hn2jw4,1951-03-01,ihc_udelaire_195103,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g39bc,open,,marzo de 1951|~|1951-03,1951-03,,98 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 27,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv768n/manifest
Work,ark:/21198/z1836fj7,ark:/21198/z1hn2jw4,1951-04-01,ihc_udelaire_195104,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c850bf,open,,abril de 1951|~|1951-04,1951-04,,100 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 28,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1836fj7/manifest
Work,ark:/21198/z14b5pvz,ark:/21198/z1hn2jw4,1951-06-01,ihc_udelaire_195106,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj55w2,open,,junio de 1951|~|1951-06,1951-06,,100 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 30,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b5pvz/manifest
Work,ark:/21198/z10k4z4n,ark:/21198/z1hn2jw4,1951-07-01,ihc_udelaire_195107,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx42sh,open,,julio de 1951|~|1951-07,1951-07,,132 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k4z4n/manifest
Work,ark:/21198/z1vt4fps,ark:/21198/z1hn2jw4,1951-08-01,ihc_udelaire_195108,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb4t5c,open,,agosto de 1951|~|1951-08,1951-08,,132 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vt4fps/manifest
Work,ark:/21198/z1r52d96,ark:/21198/z1hn2jw4,1951-08-01 (segunda),ihc_udelaire_195108_2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr5jjw,open,potential date misprint,agosto de 1951|~|1951-08,1951-08,,100 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r52d96/manifest
Work,ark:/21198/z1md1nmx,ark:/21198/z1hn2jw4,1951-09-01,ihc_udelaire_195109,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h44fmw,open,,septiembre de 1951|~|1951-09,1951-09,,108 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md1nmx/manifest
Work,ark:/21198/z1gn0wt9,ark:/21198/z1hn2jw4,1951-10-01,ihc_udelaire_195110,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd7kwb,open,,octubre de 1951|~|1951-10,1951-10,,116 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 34,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn0wt9/manifest
Work,ark:/21198/z1bw054t,ark:/21198/z1hn2jw4,1951-11-01,ihc_udelaire_195111,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt2dj1,open,,noviembre de 1951|~|1951-11,1951-11,,100 pages,journals,spa,Universidad del Aire|~|Circuito CMQ Radiocentro Habana,Havana (Cuba),"Editorial Lex, La Habana (Cuba)",Instituto de Historia de Cuba,International Digital Ephemera Project,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Mañach, Jorge, Dr.",Cuba--politics and government--1933-1959|~|Radio programs--Cuba--Havana--Periodicals,no. 35,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bw054t/manifest
