Object Type,Title,Item ARK,Parent ARK,Local identifier,File Name,Item Sequence,Thumbnail,Visibility,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Name.director,Name.editor,Subject,Contributer.ChiefEditor,IIIF Manifest URL
Work,1951-04-14 (vol. 01 | no. 105),ark:/21198/z1cc3tjb,ark:/21198/z1710v9s,ihc_ultimahora_19510414,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k962f6,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout. Page 6 and 7 aren't scaned fully and are missing the left edges of their respective pages.,14 de abril de 1951|~|1951-04-14,1951-04-14,,,,,8 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cc3tjb/manifest
Work,1951-04-15 (vol. 01 | no. 106),ark:/21198/z17m32t0,ark:/21198/z1710v9s,ihc_ultimahora_19510415,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd7qp9,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Page 6 is especially faded. Text is faded/blurry throughout.,15 de abril de 1951|~|1951-04-15,1951-04-15,,,,,7 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17m32t0/manifest
Work,1951-04-17 (vol. 01 | no. 107),ark:/21198/z13v2b1s,ark:/21198/z1710v9s,ihc_ultimahora_19510417,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n61f86,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Page 5 isn't scanned fully and is missing the left edge of the page. Text is faded/blurry throughout.,17 de abril de 1951|~|1951-04-17,1951-04-17,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v2b1s/manifest
Work,1951-04-18 (vol. 01 | no. 108),ark:/21198/z1031k9c,ark:/21198/z1710v9s,ihc_ultimahora_19510418,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm7657,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,18 de abil de 1951|~|1951-04-18,1951-04-18,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1031k9c/manifest
Work,1951-04-19 (vol. 01 | no. 109),ark:/21198/z1vb12wz,ark:/21198/z1710v9s,ihc_ultimahora_19510419,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1351d71,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases of pages. Pages 4 and 6 aren't scanned fully and missing the left edges on the pages. Text is faded/blurry throughout.,19 de abril de 1951|~|1951-04-19,1951-04-19,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vb12wz/manifest
Work,1951-04-20 (vol. 01 | no. 110),ark:/21198/z1qk0b3r,ark:/21198/z1710v9s,ihc_ultimahora_19510420,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p5vhj,open,,,"Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on edges of pages. Text is faded/blurry throughout. Pages 2, 4 and 5 aren't scanned fully.",20 de abril de 1951|~|1951-04-20,1951-04-20,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qk0b3r/manifest
Work,1951-04-21 (vol. 01 | no. 111),ark:/21198/z1ks9kdx,ark:/21198/z1710v9s,ihc_ultimahora_19510421,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j709tr,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout. Pages 2-6 aren't scanned fully.,21 de abril de 1951|~|1951-04-21,1951-04-21,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ks9kdx/manifest
Work,1951-04-22 (vol. 01 | no. 112),ark:/21198/z1g47j54,ark:/21198/z1710v9s,ihc_ultimahora_19510422,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4s5k,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.  Pages 3-7 aren't scanned fully.,22 de abril de 1951|~|1951-04-22,1951-04-22,,,,,7 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g47j54/manifest
Work,1951-04-24 (vol. 01 | no. 113),ark:/21198/z1bc6sdz,ark:/21198/z1710v9s,ihc_ultimahora_19510424,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh8gtd,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Pages 1-6 aren't scanned fully.Text is faded/blurry throughout.,24 de abril de 1951|~|1951-04-24,1951-04-24,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc6sdz/manifest
Work,1951-04-25 (vol. 01 | no. 114),ark:/21198/z16m61pm,ark:/21198/z1710v9s,ihc_ultimahora_19510425,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1322pvr,open,,,"Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases. Pages 1, 4, and 6 aren't scanned fully. Text is faded/blurry throughout.",25 de abril de 1951|~|1951-04-25,1951-04-25,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m61pm/manifest
Work,1951-04-26 (vol. 01 | no. 115),ark:/21198/z12v58xf,ark:/21198/z1710v9s,ihc_ultimahora_19510426,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k756z,open,,,"Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases. Pages 1, 2, and 4 aren't scanned fully. Text is faded/blurry throughout.",26 de abril de 1951|~|1951-04-26,1951-04-26,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v58xf/manifest
Work,1951-04-27 (vol. 01 | no. 116),ark:/21198/z1z34shc,ark:/21198/z1710v9s,ihc_ultimahora_19510427,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j41mfw,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases and edges of pages. Pages 5 and 6 aren't scanned fully. Text is faded/blurry throughout.,27 de abril de 1951|~|1951-04-27,1951-04-27,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z34shc/manifest
Work,1951-04-28 (vol. 01 | no. 117),ark:/21198/z1tb41rk,ark:/21198/z1710v9s,ihc_ultimahora_19510428,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj7cdt,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases and edges of pages. Pages 1-6 aren't scanned fully.Text is faded/blurry throughout.,28 de abril de 1951|~|1951-04-28,1951-04-28,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb41rk/manifest
Work,1951-04-29 (vol. 01 | no. 118),ark:/21198/z1pk3918,ark:/21198/z1710v9s,ihc_ultimahora_19510429,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1031kc8,open,,,"Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases and edges of pages. Pages 2, 4, and 6 aren't scanned fully. Text is faded/blurry throughout.",29 de abril de 1951|~|1951-04-29,1951-04-29,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk3918/manifest
Work,1951-04-30 (vol. 01 | no. 119),ark:/21198/z1jx17r9,ark:/21198/z1710v9s,ihc_ultimahora_19510430,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m61rh,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases and edges of pages. Text is faded/blurry throughout.,30 de abril de 1951|~|1951-04-30,1951-04-30,,,,,5 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx17r9/manifest
Work,1951-05-03 (vol. 01 | no. 120),ark:/21198/z1f50h19,ark:/21198/z1710v9s,ihc_ultimahora_19510503,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx17vn,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages.  Visible tears on creases and edges of pages. Pages 1 and 2 aren't scanned fully. Text is faded/blurry throughout.,3 de mayo de 1951|~|1951-05-03,1951-05-03,,,,,7 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f50h19/manifest
Work,1951-05-04 (vol. 01 | no. 121),ark:/21198/z19c9r74,ark:/21198/z1710v9s,ihc_ultimahora_19510504,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np4zb8,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,4 de mayo de 1951|~|1951-05-04,1951-05-04,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c9r74/manifest
Work,1951-05-05 (vol. 01 | no. 122),ark:/21198/z15m90hs,ark:/21198/z1710v9s,ihc_ultimahora_19510505,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w69dqt,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Page 6 isn't scanned fully. Text is faded/blurry throughout.,5 de mayo de 1951|~|1951-05-05,1951-05-05,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m90hs/manifest
Work,1951-05-06 (vol. 01 | no. 123),ark:/21198/z11v87s2,ark:/21198/z1710v9s,ihc_ultimahora_19510506,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r3ms9,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Pages 1-4 and 6 aren't scanned fully. Text is faded/blurry throughout.,6 de mayo de 1951|~|1951-05-06,1951-05-06,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v87s2/manifest
Work,1951-05-08 (vol. 01 | no. 124),ark:/21198/z1x37rbj,ark:/21198/z1710v9s,ihc_ultimahora_19510508,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b8831g,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Pages 2 and 6 aren't scanned fully.Text is faded/blurry throughout.,8 de mayo de 1951|~|1951-05-08,1951-05-08,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x37rbj/manifest
Work,1951-05-09 (vol. 01 | no. 125),ark:/21198/z1sb70m6,ark:/21198/z1710v9s,ihc_ultimahora_19510509,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq3tx8,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases and edges of pages.Text is faded/blurry throughout.,9 de mayo de 1951|~|1951-05-09,1951-05-09,,,,,5 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb70m6/manifest
Work,1951-05-10 (vol. 01 | no. 126),ark:/21198/z1np4z7x,ark:/21198/z1710v9s,ihc_ultimahora_19510510,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x091zn,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Pages 1-2 and 5-6  aren't scanned fully.  Text is faded/blurry throughout.,10 de mayo de 1951|~|1951-05-10,1951-05-10,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1np4z7x/manifest
Work,1951-05-11 (vol. 01 | no. 127),ark:/21198/z1hx46j1,ark:/21198/z1710v9s,ihc_ultimahora_19510511,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j383f,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,11 de mayo de 1951|~|1951-05-11,1951-05-11,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx46j1/manifest
Work,1951-05-12 (vol. 01 | no. 128),ark:/21198/z1d53frq,ark:/21198/z1710v9s,ihc_ultimahora_19510512,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c27qdq,open,,,"Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. . Pages 2, 4,and 6 aren't scanned fully. Text is faded/blurry throughout.",12 de mayo de 1951|~|1951-05-12,1951-05-12,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d53frq/manifest
Work,1951-05-13 (vol. 01 | no. 129),ark:/21198/z18d2q1d,ark:/21198/z1710v9s,ihc_ultimahora_19510513,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km25r2,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. . Pages 3-6 aren't scanned fully. Text is faded/blurry throughout.,13 de mayo de 1951|~|1951-05-13,1951-05-13,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d2q1d/manifest
Work,1951-05-15 (vol. 01 | no. 130),ark:/21198/z14n1zck,ark:/21198/z1710v9s,ihc_ultimahora_19510515,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t46n0v,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages.  Text is faded/blurry throughout.,15 de mayo de 1951|~|1951-05-15,1951-05-15,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n1zck/manifest
Work,1951-05-16 (vol. 01 | no. 131),ark:/21198/z10w16ms,ark:/21198/z1710v9s,ihc_ultimahora_19510516,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k24rb,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,16 de mayo de 1951|~|1951-05-16,1951-05-16,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10w16ms/manifest
Work,1951-05-17 (vol. 01 | no. 132),ark:/21198/z1w40q6q,ark:/21198/z1710v9s,ihc_ultimahora_19510517,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1836kxt,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages.. Visible tears on creases and edges of pages. Pages 3-6 aren't scanned fully.  Text is faded/blurry throughout.,17 de mayo de 1951|~|1951-05-17,1951-05-17,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w40q6q/manifest
Work,1951-05-18 (vol. 01 | no. 133),ark:/21198/z1rf8nwr,ark:/21198/z1710v9s,ihc_ultimahora_19510518,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn126p,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. . Visible tears on creases and edges of pages. Pages 2-6 aren't scanned fully. Text is faded/blurry throughout.,18 de mayo de 1951|~|1951-05-18,1951-05-18,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rf8nwr/manifest
Work,1951-05-19 (vol. 01 | no. 134),ark:/21198/z1mp7x40,ark:/21198/z1710v9s,ihc_ultimahora_19510519,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q55hm9,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases and edges of pages. 2 and 8 aren't scanned fully. Text is faded/blurry throughout.,19 de mayo de 1951|~|1951-05-19,1951-05-19,,,,,8 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mp7x40/manifest
Work,1951-05-20 (vol. 01 | no. 135),ark:/21198/z1gx75c6,ark:/21198/z1710v9s,ihc_ultimahora_19510520,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p58gd1,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Visible tears on creases and edges of pages. Pages 2-4 and 6 aren't scanned fully. Text is faded/blurry throughout.,20 de mayo de 1951|~|1951-05-20,1951-05-20,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx75c6/manifest
Work,1951-05-23 (vol. 01 | no. 136),ark:/21198/z1c56dns,ark:/21198/z1710v9s,ihc_ultimahora_19510523,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq2xr0,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. . Visible tears on creases and edges of pages. Pages -6 aren't scanned fully. Text is faded/blurry throughout.,23 de mayo de 1951|~|1951-05-23,1951-05-23,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c56dns/manifest
Work,1951-05-24 (vol. 01 | no. 137),ark:/21198/z17d5p0c,ark:/21198/z1710v9s,ihc_ultimahora_19510524,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14774v2,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Pages 1-2 and 6 aren't scanned fully. Text is faded/blurry throughout.,24 de mayo de 1951|~|1951-05-24,1951-05-24,,,,,6 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d5p0c/manifest
