Object Type,Title,Item ARK,Parent ARK,File Name,Visibility,Thumbnail,AltTitle.other,collection.physical,Item Sequence,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Name.editor,Subject,IIIF Manifest URL
Work,1976-10-21,ark:/21198/z11g2gmn,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w5c6g,,,,,1976-10-21,1976-10-21,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g2gmn/manifest
Work,1976-10-22,ark:/21198/z1wq2039,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2mjq,,,,,1976-10-22,1976-10-22,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq2039/manifest
Work,1976-10-23,ark:/21198/z1rz17ck,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w8b06,,,,,1976-10-23,1976-10-23,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz17ck/manifest
Work,1976-10-25,ark:/21198/z1n8961w,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5kfs,,,,,1976-10-25,1976-10-25,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n8961w/manifest
Work,1976-10-26,ark:/21198/z1hh8fbm,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x18vz,,,,,1976-10-26,1976-10-26,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hh8fbm/manifest
Work,1976-10-27,ark:/21198/z1cr7pq7,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz77nt,,,,,1976-10-27,1976-10-27,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cr7pq7/manifest
Work,1976-10-28,ark:/21198/z1806z07,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x47r1,,,,,1976-10-28,1976-10-28,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1806z07/manifest
Work,1976-10-29,ark:/21198/z1476660,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p006jr,,,,,1976-10-29,1976-10-29,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1476660/manifest
Work,1976-10-30,ark:/21198/z10g5fdc,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x76pj,,,,,1976-10-30,1976-10-30,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10g5fdc/manifest
Work,1977-12-06,ark:/21198/z1vq4xz4,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n035cx,,,,,1977-12-06,1977-12-06,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vq4xz4/manifest
Work,1977-12-08,ark:/21198/z1r22wnf,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418vxz,,,,,1977-12-08,1977-12-08,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r22wnf/manifest
Work,1977-12-09,ark:/21198/z1m924zj,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m0647j,,,,,1977-12-09,1977-12-09,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m924zj/manifest
Work,1977-12-10,ark:/21198/z1gj1d94,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321ttk,,,,,1977-12-10,1977-12-10,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gj1d94/manifest
Work,1977-12-12,ark:/21198/z1bs0nhh,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k0934m,,,,,1977-12-12,1977-12-12,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bs0nhh/manifest
Work,1977-12-13,ark:/21198/z1709wr3,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224sm9,,,,,1977-12-13,1977-12-13,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1709wr3/manifest
Work,1977-12-15,ark:/21198/z13794zv,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j1222p,,,,,1977-12-15,1977-12-15,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13794zv/manifest
Work,1977-12-16,ark:/21198/z1zg8nh1,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127rfg,,,,,1977-12-16,1977-12-16,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zg8nh1/manifest
Work,1977-12-17,ark:/21198/z1tt6m7g,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43qb7,,,,,1977-12-17,1977-12-17,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tt6m7g/manifest
Work,1977-12-19,ark:/21198/z1q25vkz,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030qb3,,,,,1977-12-19,1977-12-19,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q25vkz/manifest
Work,1977-12-20,ark:/21198/z1k953w2,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46p6v,,,,,1977-12-20,1977-12-20,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k953w2/manifest
Work,1977-12-22,ark:/21198/z1fj4c5r,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33xj3,,,,,1977-12-22,1977-12-22,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj4c5r/manifest
Work,1977-12-23,ark:/21198/z19s3mbp,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49mzq,,,,,1977-12-23,1977-12-23,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19s3mbp/manifest
Work,1977-12-24,ark:/21198/z1612vkt,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36wc8,,,,,1977-12-24,1977-12-24,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1612vkt/manifest
Work,1977-12-26,ark:/21198/z12823wx,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52kr0,,,,,1977-12-26,1977-12-26,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12823wx/manifest
Work,1977-12-27,ark:/21198/z1xm09tz,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w68jn6,,,,,1977-12-27,1977-12-27,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xm09tz/manifest
Work,1977-12-29,ark:/21198/z1st9k4j,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55jph,,,,page 2 has a scanning error,1977-12-29,1977-12-29,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1st9k4j/manifest
Work,1977-12-30,ark:/21198/z1p28tg1,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v71hgx,,,,,1977-12-30,1977-12-30,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p28tg1/manifest
Work,1980-07-02,ark:/21198/z1j982rp,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b58hm1,,,,,1980-07-02,1980-07-02,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j982rp/manifest
Work,1980-07-04,ark:/21198/z1dj79z2,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74g8n,,,,,1980-07-04,1980-07-04,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dj79z2/manifest
Work,1980-07-07,ark:/21198/z18s6k5v,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19905wh,,,,,1980-07-07,1980-07-07,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18s6k5v/manifest
Work,1980-07-09,ark:/21198/z1515thb,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s77f48,,,,,1980-07-09,1980-07-09,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1515thb/manifest
Work,1980-07-11,ark:/21198/z11c3s4f,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18934sk,,,,,1980-07-11,1980-07-11,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11c3s4f/manifest
Work,1980-07-14,ark:/21198/z1wm38q1,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r80d2b,,,,,1980-07-14,1980-07-14,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wm38q1/manifest
Work,1980-07-16,ark:/21198/z1rv2j2m,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17963jv,,,,,1980-07-16,1980-07-16,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rv2j2m/manifest
Work,1980-07-18,ark:/21198/z1n31s89,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q83c0v,,,,,1980-07-18,1980-07-18,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n31s89/manifest
Work,1980-07-21,ark:/21198/z1hb11g2,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16992c1,,,,,1980-07-21,1980-07-21,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hb11g2/manifest
Work,1980-07-23,ark:/21198/z1ck08qw,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc517b,,,,,1980-07-23,1980-07-23,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ck08qw/manifest
Work,1980-08-01,ark:/21198/z17s9j1g,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b218n,,,,,1980-08-01,1980-08-01,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17s9j1g/manifest
Work,1980-08-04,ark:/21198/z1447grt,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc804d,,,,,1980-08-04,1980-08-04,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1447grt/manifest
Work,1980-08-06,ark:/21198/z10c6r3d,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b5065,,,,,1980-08-06,1980-08-06,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10c6r3d/manifest
Work,1980-08-08,ark:/21198/z1vm67m3,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0xwf,,,,,1980-08-08,1980-08-08,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vm67m3/manifest
Work,1980-08-11,ark:/21198/z1qv5gwc,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6ngq,,,,,1980-08-11,1980-08-11,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qv5gwc/manifest
Work,1980-08-13,ark:/21198/z1m34r21,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3wqm,,,,,1980-08-13,1980-08-13,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m34r21/manifest
Work,1980-08-15,ark:/21198/z1gb4097,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9mcs,,,,,1980-08-15,1980-08-15,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gb4097/manifest
Work,1980-08-18,ark:/21198/z1bk37nd,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6vmp,,,,,1980-08-18,1980-08-18,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bk37nd/manifest
Work,1980-08-20,ark:/21198/z16x16bd,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2k52,,,,,1980-08-20,1980-08-20,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16x16bd/manifest
Work,1980-08-22,ark:/21198/z1350fpw,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9tkn,,,,,1980-08-22,1980-08-22,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1350fpw/manifest
Work,1980-08-25,ark:/21198/z1zc9z7h,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g5hzc,,,,,1980-08-25,1980-08-25,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9z7h/manifest
Work,1980-08-27,ark:/21198/z1tm96f8,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1gtp,,,,,1980-08-27,1980-08-27,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tm96f8/manifest
Work,1980-08-29,ark:/21198/z1pv8fnn,ark:/21198/z1f787wx,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8r10,,,,,1980-08-29,1980-08-29,,,,,4 pages,,newspapers,chi,,,,,"Havana, (Cuba)",,Casa de Artes y Tradiciones Chinas,text,,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",,,,paged,,Chinese -- Cuba|~|Chinese newspapers -- Cuba,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pv8fnn/manifest
