Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,Thumbnail,Contents note,Visibility,Date.created,Date.normalized,Format.extent,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Contributor.subdirector,Name.editor,Subject,IIIF Manifest URL
Work,1937-10-11 (año 02 | no. 37),ark:/21198/z1v14szk,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v43hf6,,open,11 de octubre de 1937|~|1937-10-11,1937-10-11,19 pages,newspapers,spa,ihc_mediodia_19371011,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1965","Rodríguez, Carlos Rafael, 1913-1965",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v14szk/manifest
Work,1937-10-18 (año 02 | no. 38),ark:/21198/z1qc2rm4,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv7602,,open,18 de octubre de 1937|~|1937-10-18,1937-10-18,19 pages,newspapers,spa,ihc_mediodia_19371018,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1964","Rodríguez, Carlos Rafael, 1913-1964",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qc2rm4/manifest
Work,1937-10-25 (año 02 | no. 39),ark:/21198/z1km210j,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp9t7n,,open,25 de octubre de 1937|~|1937-10-25,1937-10-25,20 pages,newspapers,spa,ihc_mediodia_19371025,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1963","Rodríguez, Carlos Rafael, 1913-1963",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km210j/manifest
Work,1937-11-01 (año 02 | no. 40),ark:/21198/z1fv186x,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs1ffh,,open,1 de noviembre de 1937|~|1937-11-01,1937-11-01,19 pages,newspapers,spa,ihc_mediodia_19371101,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1962","Rodríguez, Carlos Rafael, 1913-1962",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv186x/manifest
Work,1937-11-08 (año 02 | no. 41),ark:/21198/z1b30hgh,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm42n1,,open,8 de noviembre de 1937|~|1937-11-08,1937-11-08,19 pages,newspapers,spa,ihc_mediodia_19371108,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1961","Rodríguez, Carlos Rafael, 1913-1961",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b30hgh/manifest
Work,1937-11-15 (año 02 | no. 42),ark:/21198/z1699rpb,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff6fnk,,open,15 de noviembre de 1937|~|1937-11-15,1937-11-15,19 pages,newspapers,spa,ihc_mediodia_19371115,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1960","Rodríguez, Carlos Rafael, 1913-1960",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1699rpb/manifest
Work,1937-11-22 (año 02 | no. 43),ark:/21198/z12j90xj,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz106047r,,open,22 de noviembre de 1937|~|1937-11-22,1937-11-22,20 pages,newspapers,spa,ihc_mediodia_19371122,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1959","Rodríguez, Carlos Rafael, 1913-1959",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12j90xj/manifest
Work,1937-11-29 (año 02 | no. 44),ark:/21198/z1xs8hjm,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d820p3,,open,29 de noviembre de 1937|~|1937-11-29,1937-11-29,19 pages,newspapers,spa,ihc_mediodia_19371129,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1958","Rodríguez, Carlos Rafael, 1913-1958",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xs8hjm/manifest
Work,1937-12-06 (año 02 | no. 45),ark:/21198/z1t46g7x,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z34mxp,,open,6 de diciembre de 1937|~|1937-12-06,1937-12-06,20 pages,newspapers,spa,ihc_mediodia_19371206,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1957","Rodríguez, Carlos Rafael, 1913-1957",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t46g7x/manifest
Work,1937-12-13 (año 02 | no. 46),ark:/21198/z1pc5qk3,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c5683z,,open,13 de diciembre de 1937|~|1937-12-13,1937-12-13,18 pages,newspapers,spa,ihc_mediodia_19371213,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1956","Rodríguez, Carlos Rafael, 1913-1956",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc5qk3/manifest
Work,1937-12-20 (año 02 | no. 47),ark:/21198/z1jm4zvc,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r9cth,,open,20 de diciembre de 1937|~|1937-12-20,1937-12-20,20 pages,newspapers,spa,ihc_mediodia_19371220,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1955","Rodríguez, Carlos Rafael, 1913-1955",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm4zvc/manifest
Work,1937-12-27 (año 02 | no. 48),ark:/21198/z1dv4730,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr2jx0,,open,27 de diciembre de 1937|~|1937-12-27,1937-12-27,19 pages,newspapers,spa,ihc_mediodia_19371227,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1954","Rodríguez, Carlos Rafael, 1913-1954",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv4730/manifest
Work,1938-01-03 (año 03 | no. 49),ark:/21198/z1933gb4,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k4xw3,Printed as año 02.,open,3 de enero de 1938|~|1938-01-03,1938-01-03,20 pages,newspapers,spa,ihc_mediodia_19380103,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1953","Rodríguez, Carlos Rafael, 1913-1953",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1933gb4/manifest
Work,1938-01-10 (año 03 | no. 50),ark:/21198/z15b2qkz,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd7k2k,,open,10 de enero de 1938|~|1938-01-10,1938-01-10,24 pages,newspapers,spa,ihc_mediodia_19380110,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1952","Rodríguez, Carlos Rafael, 1913-1952",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b2qkz/manifest
Work,1938-01-17 (año 03 | no. 51),ark:/21198/z11k1zzk,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k676dr,,open,17 de enero de 1938|~|1938-01-17,1938-01-17,20 pages,newspapers,spa,ihc_mediodia_19380117,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1951","Rodríguez, Carlos Rafael, 1913-1951",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k1zzk/manifest
Work,1938-01-24 (año 03 | no. 52),ark:/21198/z1wx05t3,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1419kcv,,open,24 de enero de 1938|~|1938-01-24,1938-01-24,20 pages,newspapers,spa,ihc_mediodia_19380124,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1950","Rodríguez, Carlos Rafael, 1913-1950",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wx05t3/manifest
Work,1938-01-31 (año 03 | no. 53),ark:/21198/z1s49f5f,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j41ftr,,open,31 de enero de 1938|~|1938-01-31,1938-01-31,20 pages,newspapers,spa,ihc_mediodia_19380131,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1949","Rodríguez, Carlos Rafael, 1913-1949",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s49f5f/manifest
Work,1938-02-07 (año 03 | no. 54),ark:/21198/z1nc8pd8,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z3tvf,,open,7 de febrero de 1938|~|1938-02-07,1938-02-07,20 pages,newspapers,spa,ihc_mediodia_19380207,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1948","Rodríguez, Carlos Rafael, 1913-1948",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc8pd8/manifest
Work,1938-02-14 (año 03 | no. 55),ark:/21198/z1hm7xmn,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h15q9h,,open,14 de febrero de 1938|~|1938-02-14,1938-02-14,20 pages,newspapers,spa,ihc_mediodia_19380214,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1947","Rodríguez, Carlos Rafael, 1913-1947",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm7xmn/manifest
Work,1938-02-21 (año 03 | no. 56),ark:/21198/z1cv75vv,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x37ks9,,open,21 de febrero de 1938|~|1938-02-21,1938-02-21,20 pages,newspapers,spa,ihc_mediodia_19380221,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1946","Rodríguez, Carlos Rafael, 1913-1946",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv75vv/manifest
Work,1938-02-28 (año 03 | no. 57),ark:/21198/z1836f59,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv1898,,open,28 de febrero de 1938|~|1938-02-28,1938-02-28,20 pages,newspapers,spa,ihc_mediodia_19380228,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1945","Rodríguez, Carlos Rafael, 1913-1945",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1836f59/manifest
Work,1938-03-07 (año 03 | no. 58),ark:/21198/z14b5phg,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx34th,,open,7 de marzo de 1938|~|1938-03-07,1938-03-07,20 pages,newspapers,spa,ihc_mediodia_19380307,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1944","Rodríguez, Carlos Rafael, 1913-1944",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b5phg/manifest
Work,1938-03-14 (año 03 | no. 59),ark:/21198/z10p3n4k,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1904s2m,,open,14 de marzo de 1938|~|1938-03-14,1938-03-14,20 pages,newspapers,spa,ihc_mediodia_19380314,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1943","Rodríguez, Carlos Rafael, 1913-1943",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p3n4k/manifest
Work,1938-03-21 (año 03 | no. 60),ark:/21198/z1vx34q5,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q26nhz,,open,21 de marzo de 1938|~|1938-03-21,1938-03-21,22 pages,newspapers,spa,ihc_mediodia_19380321,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1942","Rodríguez, Carlos Rafael, 1913-1942",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx34q5/manifest
Work,1938-03-28 (año 03 | no. 61),ark:/21198/z1r52cxv,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14488rq,,open,28 de marzo de 1938|~|1938-03-28,1938-03-28,20 pages,newspapers,spa,ihc_mediodia_19380328,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1941","Rodríguez, Carlos Rafael, 1913-1941",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r52cxv/manifest
Work,1938-04-04 (año 03 | no. 62),ark:/21198/z1md1n6j,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j7058x,,open,4 de abril de 1938|~|1938-04-04,1938-04-04,20 pages,newspapers,spa,ihc_mediodia_19380404,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1940","Rodríguez, Carlos Rafael, 1913-1940",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md1n6j/manifest
Work,1938-04-11 (año 03 | no. 63),ark:/21198/z1gn0wdx,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1322j71,,open,11 de abril de 1938|~|1938-04-11,1938-04-11,20 pages,newspapers,spa,ihc_mediodia_19380411,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1939","Rodríguez, Carlos Rafael, 1913-1939",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn0wdx/manifest
Work,1938-04-18 (año 03 | no. 64),ark:/21198/z1bw04rg,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms6g3t,,open,18 de abril de 1938|~|1938-04-18,1938-04-18,20 pages,newspapers,spa,ihc_mediodia_19380418,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1938","Rodríguez, Carlos Rafael, 1913-1938",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bw04rg/manifest
Work,1938-04-25 (año 03 | no. 65),ark:/21198/z1739d3t,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v838p,,open,25 de abril de 1938|~|1938-04-25,1938-04-25,19 pages,newspapers,spa,ihc_mediodia_19380425,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1937","Rodríguez, Carlos Rafael, 1913-1937",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1739d3t/manifest
Work,1938-05-02 (año 03 | no. 66),ark:/21198/z13f7bsd,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kq0qfx,,open,2 de mayo de 1938|~|1938-05-02,1938-05-02,20 pages,newspapers,spa,ihc_mediodia_19380502,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1936","Rodríguez, Carlos Rafael, 1913-1936",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f7bsd/manifest
Work,1938-05-09 (año 03 | no. 67),ark:/21198/z1zp6v94,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j33hr,,open,9 de mayo de 1938|~|1938-05-09,1938-05-09,20 pages,newspapers,spa,ihc_mediodia_19380509,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1935","Rodríguez, Carlos Rafael, 1913-1935",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp6v94/manifest
Work,1938-05-16 (año 03 | no. 68),ark:/21198/z1tx63ks,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p8718h,,open,16 de mayo de 1938|~|1938-05-16,1938-05-16,20 pages,newspapers,spa,ihc_mediodia_19380516,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1934","Rodríguez, Carlos Rafael, 1913-1934",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx63ks/manifest
Work,1938-05-23 (año 03 | no. 69),ark:/21198/z1q55bsg,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b8nhw,,open,23 de mayo de 1938|~|1938-05-23,1938-05-23,23 pages,newspapers,spa,ihc_mediodia_19380523,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1933","Rodríguez, Carlos Rafael, 1913-1933",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q55bsg/manifest
Work,1938-05-30 (año 03 | no. 70),ark:/21198/z1kd4m1q,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz147707b,,open,30 de mayo de 1938|~|1938-05-30,1938-05-30,18 pages,newspapers,spa,ihc_mediodia_19380530,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1932","Rodríguez, Carlos Rafael, 1913-1932",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd4m1q/manifest
Work,1938-06-06 (año 03 | no. 71),ark:/21198/z1fn3vbf,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr1nrq,,open,6 de junio de 1938|~|1938-06-06,1938-06-06,21 pages,newspapers,spa,ihc_mediodia_19380606,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1931","Rodríguez, Carlos Rafael, 1913-1931",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn3vbf/manifest
Work,1938-06-13 (año 03 | no. 72),ark:/21198/z1b01t09,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t390w,,open,13 de junio de 1938|~|1938-06-13,1938-06-13,24 pages,newspapers,spa,ihc_mediodia_19380613,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1930","Rodríguez, Carlos Rafael, 1913-1930",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b01t09/manifest
Work,1938-06-20 (año 03 | no. 73),ark:/21198/z16712c9,ark:/21198/z1tx63gf,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q1mr0,,open,20 de junio de 1938|~|1938-06-20,1938-06-20,21 pages,newspapers,spa,ihc_mediodia_19380620,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Guillén, Nicolás, 1902-1989|~|Rodríguez, Carlos Rafael, 1913-1929","Rodríguez, Carlos Rafael, 1913-1929",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16712c9/manifest
